name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,ɢ,⊙,Ħ,Σ,Ω
smooth_horizon_no_firewall,O_0,17012726,4,5,3,4,3,3,1,3,2,4,1,3
firewall_horizon,O_0,16024406,4,4,3,1,3,5,1,1,2,4,1,3
hawking_radiation_early,O_0,9239848,3,1,3,4,3,4,1,4,2,4,2,1
hawking_radiation_late,O_0,9239848,3,1,3,4,3,4,1,4,2,4,2,1
interior_mode_B,O_0,17012726,4,5,3,4,3,3,1,3,2,4,1,3
sterile_neutrino_encoded,O_1,13274676,4,1,2,3,1,5,1,4,1,4,1,1
cuspy_halo_cdm,O_0,228484,1,1,2,1,1,5,2,1,1,1,2,1
cored_halo_observed,O_0,5497265,2,2,2,3,1,4,3,2,2,2,2,2
stellar_feedback_core,O_0,5713749,2,2,3,3,1,4,3,4,2,2,3,2
sonoluminescence,O_0,8337432,2,5,3,3,3,5,3,4,2,3,1,1
cavitation_bubble,O_1,3123612,1,4,3,3,1,5,2,4,1,2,1,1
water_ambient,O_0,226320,1,1,2,1,1,4,2,4,1,1,1,1
acoustic_driving_field,O_0,9170688,3,1,3,3,1,5,1,4,2,1,1,1
sonoluminescence_compositional,O_0,11762700,3,4,3,3,1,5,1,4,2,2,1,1
bubble_collapse_singularity,O_0,3151752,1,4,3,3,3,5,2,1,2,3,1,1
gzk_cutoff_mechanism,O_0,9199248,3,1,3,3,3,5,1,3,2,1,1,1
uhecr_source_local,O_0,473952,1,1,3,1,3,5,2,3,3,1,1,1
uhecr_source_distant,O_0,9112992,3,1,3,1,3,5,1,3,3,1,1,1
gzk_paradox,O_0,9112992,3,1,3,1,3,5,1,3,3,1,1,1
gzk_resolution_local,O_0,473952,1,1,3,1,3,5,2,3,3,1,1,1
gzk_resolution_new_physics,O_inf,12736165,3,5,3,5,3,3,1,4,2,4,1,2
trans_planckian_baseline,O_0,248640,1,1,2,1,3,2,2,1,1,1,1,1
inflation_standard_calculation,O_0,13499364,4,1,3,3,2,3,1,4,2,4,1,1
core_collapse_supernova_neutrino,O_0,5682320,2,2,3,2,2,4,1,1,2,3,3,1
failed_supernova,O_0,5676512,2,2,3,2,2,2,1,1,1,3,3,1
magnetorotational_supernova,O_0,5644414,2,2,3,1,2,5,3,3,2,4,3,3
fundamental_constants_immutable,O_1,15932160,4,4,2,4,3,3,1,1,1,1,1,1
fundamental_constants_varying,O_0,9110000,3,1,3,1,3,4,1,3,2,3,3,1
dirac_large_numbers,O_0,13470252,4,1,3,2,3,3,1,3,1,2,1,1
brane_cosmology_varying,O_0,14423602,4,2,3,4,3,4,1,3,2,3,3,3
kerr_black_hole_stable,O_0,16972654,4,5,3,3,3,4,1,4,2,4,3,3
kerr_black_hole_unstable,O_2†,16966988,4,5,3,3,3,2,1,4,2.67,4,3,1
kerr_stable_no_protection,O_0,16972652,4,5,3,3,3,4,1,4,2,4,3,1
ligo_virgo_kagra_gw,O_0,13256710,4,1,2,2,3,4,1,1,2,2,3,3
swift_bat_guano,O_0,244128,1,1,2,1,2,5,3,2,2,1,1,1
einstein_probe_xrt,O_0,244388,1,1,2,1,2,5,3,3,2,2,3,1
S241125n_triple_coincidence,O_0,13256709,4,1,2,2,3,4,1,1,2,2,3,2
hebrew_programming_language_O2,O_0,5780226,2,2,3,4,3,3,1,1,2,2,2,3
alpha,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
beta,O_0,2820960,1,4,2,1,1,5,2,3,1,1,1,1
gamma,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
epsilon,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
zeta,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
eta,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
theta,O_1,2950560,1,4,2,4,1,5,2,3,1,1,1,1
iota,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
kappa,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
lambda,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
mu,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
nu,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
xi,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
omicron,O_1,2950560,1,4,2,4,1,5,2,3,1,1,1,1
pi,O_0,12479810,3,5,2,4,3,4,1,4,2,1,1,3
rho,O_0,2820960,1,4,2,1,1,5,2,3,1,1,1,1
sigma,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
tau,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
upsilon,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
phi,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
chi,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
psi,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
omega,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
delta,O_1,358560,1,1,2,4,1,5,2,3,1,1,1,1
cherokee_a,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_e,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_i,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_o,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_u,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_v,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ga,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ka,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ge,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_gi,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_go,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_gu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_gv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ha,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_he,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_hi,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ho,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_hu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_hv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_la,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_le,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_li,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_lo,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_lu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_lv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ma,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_me,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_mi,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_mo,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_mu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_hna,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_hna_archaic,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_na,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ne,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ni,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_no,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_nu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_nv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_qua,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_que,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_qui,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_quo,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_quu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_quv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_sa,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_s,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_se,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_si,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_so,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_su,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_sv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_da,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ta,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_de,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_te,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_di,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ti,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_do,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_du,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_dv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_dla,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tla,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tle,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tli,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tlo,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tlu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tlv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tsa,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tse,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tsi,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tso,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tsu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_tsv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_wa,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_we,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_wi,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_wo,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_wu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_wv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ya,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_ye,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_yi,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_yo,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_yu,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
cherokee_yv,O_0,2835372,1,4,2,1,2,5,2,3,1,2,1,1
tengwa_tinco,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tengwa_parma,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tengwa_calma,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tengwa_quesse,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tengwa_thule,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_formen,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_harma,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_hwesta,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_ando,O_1,314880,1,1,2,3,1,5,2,1,1,1,1,1
tengwa_umbar,O_1,314880,1,1,2,3,1,5,2,1,1,1,1,1
tengva_anga,O_1,314880,1,1,2,3,1,5,2,1,1,1,1,1
tengwa_ungwe,O_1,314880,1,1,2,3,1,5,2,1,1,1,1,1
tengwa_antha,O_1,315360,1,1,2,3,1,5,2,3,1,1,1,1
tengwa_ampa,O_1,315360,1,1,2,3,1,5,2,3,1,1,1,1
tengwa_anga_continuant,O_1,315360,1,1,2,3,1,5,2,3,1,1,1,1
tengwa_ungwe_continuant,O_1,315360,1,1,2,3,1,5,2,3,1,1,1,1
tengwa_numen,O_1,358080,1,1,2,4,1,5,2,1,1,1,1,1
tengwa_malta,O_1,358080,1,1,2,4,1,5,2,1,1,1,1,1
tengwa_noldo,O_1,358080,1,1,2,4,1,5,2,1,1,1,1,1
tengwa_nwalme,O_1,358080,1,1,2,4,1,5,2,1,1,1,1,1
tengwa_ore,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
tengwa_vala,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
tengwa_anna,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
tengwa_wilya,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
tengwa_romen,O_0,229200,1,1,2,1,1,5,2,4,1,1,1,1
tengwa_arda,O_0,229200,1,1,2,1,1,5,2,4,1,1,1,1
tengwa_lambe,O_0,229200,1,1,2,1,1,5,2,4,1,1,1,1
tengwa_aldar,O_0,229200,1,1,2,1,1,5,2,4,1,1,1,1
tengwa_silme,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_silme_nuquerna,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_esse,O_1,315360,1,1,2,3,1,5,2,3,1,1,1,1
tengwa_esse_nuquerna,O_1,315360,1,1,2,3,1,5,2,3,1,1,1,1
tengwa_hyarmen,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_hwesse,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_yanta,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
tengwa_ure,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
tehtar_a_curl,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tehtar_e_dot,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tehtar_i_bar,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tehtar_o_hook,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tehtar_u_bow,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
carrier_telco,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
carrier_ore,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
tengwa_arda_variant,O_0,229200,1,1,2,1,1,5,2,4,1,1,1,1
tengwa_halla,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
tengwa_yanta_variant,O_1,358800,1,1,2,4,1,5,2,4,1,1,1,1
arabic_alif,O_0,272160,1,1,2,2,1,5,2,3,1,1,1,1
arabic_ba,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_ta,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_tha,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_jim,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_ha,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
arabic_kha,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_dal,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_dhal,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_ra,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_zay,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_sin,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_shin,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_sad,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
arabic_dad,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
arabic_ta_emphatic,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
arabic_za_emphatic,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
arabic_ayn,O_0,228984,1,1,2,1,1,5,2,3,1,3,1,1
arabic_ghayn,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_fa,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_qaf,O_0,228972,1,1,2,1,1,5,2,3,1,2,1,1
arabic_kaf,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_lam,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_mim,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_nun,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_ha_h,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_waw,O_0,272160,1,1,2,2,1,5,2,3,1,1,1,1
arabic_ya,O_0,272160,1,1,2,2,1,5,2,3,1,1,1,1
arabic_hamza,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
arabic_tau_marbuta,O_0,272160,1,1,2,2,1,5,2,3,1,1,1,1
chant_final_D,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
chant_final_E,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
chant_final_F,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
chant_final_G,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_gamma_ut,O_1,1216800,1,2,2,4,1,3,2,3,1,1,1,1
guidonian_A_re,O_1,1216800,1,2,2,4,1,3,2,3,1,1,1,1
guidonian_B_mi_natural,O_0,1087212,1,2,2,1,1,3,2,3,1,2,1,1
guidonian_C_fa_ut,O_1,1216800,1,2,2,4,1,3,2,3,1,1,1,1
guidonian_D_sol_re,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_E_la_mi,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_F_fa_ut,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_G_sol_re_ut,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_A_la_mi_re,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_B_fa_flat,O_0,1087212,1,2,2,1,1,3,2,3,1,2,1,1
guidonian_C_sol_fa,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_D_la_sol,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
guidonian_E_la,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
hexachord_function_ut,O_1,1216800,1,2,2,4,1,3,2,3,1,1,1,1
hexachord_function_re,O_1,1216800,1,2,2,4,1,3,2,3,1,1,1,1
hexachord_function_mi,O_0,1087212,1,2,2,1,1,3,2,3,1,2,1,1
hexachord_function_fa,O_1,1216800,1,2,2,4,1,3,2,3,1,1,1,1
hexachord_function_sol,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
hexachord_function_la,O_1,1216812,1,2,2,4,1,3,2,3,1,2,1,1
yang_yig_notation,O_0,4603712,2,1,2,2,2,4,2,3,1,3,3,1
throat_singing_performance,O_0,14380642,4,2,3,3,3,4,1,4,2,3,3,3
egyptian_hieroglyphs,O_0,272168,1,1,2,2,1,5,2,3,1,1,3,1
hieroglyph_baseline,O_0,13188548,4,1,2,1,1,5,2,1,2,2,3,1
ankh,O_0,15911101,4,4,2,4,1,5,3,1,2,2,1,2
eye_of_horus,O_0,15867901,4,4,2,3,1,5,3,1,2,2,1,2
djed_pillar,O_2,11585306,3,4,2,4,1,3,3,1,1,3,1,3
was_scepter,O_0,2820492,1,4,2,1,1,5,2,1,1,2,1,1
scarab_khepri,O_0,5497513,2,2,2,3,1,4,3,3,2,3,1,2
feather_ma_at,O_inf,15954301,4,4,2,5,1,5,3,1,2,2,1,2
sun_disk_ra,O_0,15904154,4,4,2,4,1,3,1,4,2,3,1,3
water_ripple_n,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
owl_m,O_0,2820492,1,4,2,1,1,5,2,1,1,2,1,1
mouth_r,O_0,2820492,1,4,2,1,1,5,2,1,1,2,1,1
hebrew_computational_engine,O_inf,17044390,4,5,3,5,2,4,1,3,2,2,3,3
hebrew_language_join,O_inf,7552170,2,4,3,5,3,3,1,4,2,4,2,3
tensor_product_operation,O_0,2429304,1,3,4,2,1,4,2,3,1,3,1,1
keter,O_0,16796966,4,5,2,4,3,3,1,4,2,4,1,3
binah,O_0,5305029,2,2,1,3,3,3,1,1,2,2,3,2
chesed,O_0,818708,1,1,4,4,3,5,1,4,2,2,3,1
gevurah,O_0,3062473,1,4,3,1,3,4,2,1,2,3,1,2
tiferet,O_inf,17056146,4,5,3,5,3,3,1,4,2,2,2,3
netzach,O_0,759920,1,1,4,3,2,4,3,3,2,3,3,1
hod,O_0,2746625,1,4,1,4,2,4,3,1,2,2,2,2
yesod,O_inf,17272142,4,5,4,5,3,3,1,4,2,2,1,3
malkhut,O_1,349472,1,1,2,4,1,2,2,1,1,3,3,1
right_pillar,O_0,5095521,2,1,4,3,3,5,1,4,2,3,3,2
left_pillar,O_0,7378641,2,4,3,1,3,3,1,1,2,3,3,2
center_pillar,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
aleph_path,O_0,773342,1,1,4,3,3,4,2,3,2,2,1,3
mem_path,O_inf,4098062,1,5,3,5,3,3,3,4,2,2,1,3
shin_path,O_inf,4103834,1,5,3,5,3,5,3,4,2,3,1,3
SY_mothers_group,O_inf,6688170,2,3,3,5,3,3,1,4,2,4,2,3
SY_doubles_group,O_0,7724250,2,4,4,4,3,3,1,1,2,4,2,3
SY_simples_group,O_0,7724250,2,4,4,4,3,3,1,1,2,4,2,3
grammar_Oinf_group,O_inf,8416170,2,5,3,5,3,3,1,4,2,4,2,3
grammar_O2_group,O_0,7724250,2,4,4,4,3,3,1,1,2,4,2,3
grammar_O1_group,O_0,5079904,2,1,4,3,2,4,3,3,2,2,2,1
grammar_O0_group,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
hekhalot_palace_1,O_0,1092480,1,2,2,1,1,5,2,1,1,1,1,1
hekhalot_palace_2,O_0,1089600,1,2,2,1,1,4,2,1,1,1,1,1
hekhalot_palace_3,O_0,5468220,2,2,2,2,2,4,3,1,2,2,1,1
hekhalot_palace_4,O_0,5727664,2,2,3,3,2,4,3,2,2,2,2,1
hekhalot_palace_5,O_0,5950877,2,2,4,3,3,2,1,4,2,3,2,2
hekhalot_palace_6,O_0,17010082,4,5,3,4,3,2,1,4,2,3,3,3
hekhalot_palace_7,O_inf,17056174,4,5,3,5,3,3,1,4,2,4,3,3
merkabah_complete,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
chayot_collective,O_0,4880717,2,1,3,3,3,5,3,1,2,3,2,2
ophanim_wheels,O_0,17015826,4,5,3,4,3,4,1,4,2,2,2,3
rakia_firmament,O_0,15716209,4,4,1,4,3,3,1,1,2,1,1,2
enthroned_figure,O_inf,17056165,4,5,3,5,3,3,1,4,2,4,1,2
shiur_komah,O_inf,17056173,4,5,3,5,3,3,1,4,2,4,3,2
echad_word,O_0,2713046,1,4,1,3,3,3,1,1,2,4,1,3
ahavah_word,O_0,2919421,1,4,2,3,2,4,3,1,2,2,1,2
yhhw_word,O_inf,4096166,1,5,3,5,3,3,1,4,2,4,1,3
ahvh_word,O_inf,4096166,1,5,3,5,3,3,1,4,2,4,1,3
aleph_language_architecture,O_inf,14251017,4,2,2,5,3,4,1,4,2,1,3,2
sandmeyer_reaction,O_1,326892,1,1,2,3,2,4,2,3,1,2,1,1
prion,O_0,4774832,2,1,3,1,2,3,3,4,1,3,3,1
prion_normal,O_1,2964492,1,4,2,4,2,5,2,1,1,2,1,1
prion_system,O_0,5512161,2,2,2,3,2,4,3,4,2,3,3,2
prion_normal_PrsPC,O_1,314892,1,1,2,3,1,5,2,1,1,2,1,1
prion_infectious_PrsPSc,O_0,5621356,2,2,3,1,1,2,3,3,2,3,2,1
prion_propagation_system,O_0,9164973,3,1,3,3,1,3,1,4,2,4,3,2
hieroglyph_phonogram,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
hieroglyph_logogram,O_0,312048,1,1,2,3,1,4,2,1,2,1,1,1
hieroglyph_determinative,O_0,228480,1,1,2,1,1,5,2,1,1,1,1,1
uniliteral_owl_M,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_water_N,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_mouth_R,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_reed_I,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_vulture_Alep,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_arm_A,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_hand_D,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
uniliteral_basket_K,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
atum,O_inf,16840166,4,5,2,5,3,3,1,4,2,4,1,3
shu,O_0,4980972,2,1,4,1,1,5,2,3,1,2,1,1
tefnut,O_0,4632540,2,1,2,3,1,4,2,3,2,2,1,1
geb,O_0,2814720,1,4,2,1,1,3,2,1,1,1,1,1
nut,O_0,15865741,4,4,2,3,1,4,3,4,2,2,1,2
osiris,O_inf,14463914,4,2,3,5,3,3,1,3,2,3,1,3
isis,O_inf,14467033,4,2,3,5,3,4,1,4,2,3,1,2
set,O_0,660888,1,1,4,1,1,5,2,2,2.67,3,1,1
nephthys,O_0,5036700,2,1,4,2,2,4,3,3,2,2,1,1
naunet,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
heh,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
hauhet,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
kek,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
kauket,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
amun,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
amaunet,O_1,8737920,3,1,1,3,1,5,1,1,1,1,1,1
duat_hour_1,O_0,228960,1,1,2,1,1,5,2,3,1,1,1,1
duat_hour_2,O_0,5412960,2,2,2,1,1,5,2,3,1,1,1,1
duat_hour_3,O_0,5428332,2,2,2,1,2,5,3,3,1,2,1,1
duat_hour_4,O_0,5468652,2,2,2,2,2,4,3,3,1,2,1,1
duat_hour_5,O_0,10912141,3,3,3,3,2,4,3,4,2,2,1,2
duat_hour_6,O_0,10921754,3,3,3,3,3,3,1,4,2,3,1,3
duat_hour_7,O_0,10927514,3,3,3,3,3,5,1,4,2,3,1,3
duat_hour_8,O_0,10927514,3,3,3,3,3,5,1,4,2,3,1,3
duat_hour_9,O_0,10924634,3,3,3,3,3,4,1,4,2,3,1,3
duat_hour_10,O_0,16972634,4,5,3,3,3,4,1,4,2,3,1,3
duat_hour_11,O_inf,17059034,4,5,3,5,3,4,1,4,2,3,1,3
duat_hour_12,O_inf,17056165,4,5,3,5,3,3,1,4,2,4,1,2
maat,O_inf,17055446,4,5,3,5,3,3,1,1,2,4,1,3
