name,tier,crystal_addr,⊢,⊣,>,<,⋈,⊤,∈,∋,⊙,⊥,⊞,⊡
low_amplitude_density_rhythm_detector,O_0,280332,-2.00,-2.00,-1.00,-1.00,0.00,0.00,0.00,-2.00,-2.00,-1.00,-1.00,-2.00
zero_t_collapse,O_0,666732,-2.00,-2.00,2.00,-2.00,0.00,-1.00,0.00,1.00,-2.00,-1.00,-1.00,-2.00
l_near_stuck,O_1,358084,-2.00,-2.00,-1.00,1.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,0.00,-2.00
gap_phantoms,O_0,6980468,-1.00,1.00,-2.00,-1.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,1.00,-2.00
run_variance,O_0,9326237,1.00,-2.00,2.00,-2.00,1.00,1.00,-1.00,2.00,-1.00,1.00,0.00,-1.00
current_navigator_state,O_inf,17053294,2.00,2.00,1.00,2.00,1.00,-1.00,-1.00,2.00,-1.00,2.00,1.00,1.00
contrastive_protocol,O_0,5737521,-1.00,-1.00,1.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-1.00
two_stage_protocol,O_0,9356804,1.00,-2.00,2.00,-1.00,0.00,1.00,1.00,1.00,1.00,-1.00,1.00,-2.00
architectural_oinf,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
functional_oinf,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
ultraterrestrial_holistic,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
ultraterrestrial_compositional,O_0,16969773,2.00,2.00,1.00,0.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
traditional_scrying,O_0,2858712,-2.00,1.00,-1.00,-1.00,-1.00,0.00,0.00,2.00,-1.00,1.00,-1.00,-2.00
bbb_services,O_1,4648100,-1.00,-2.00,-1.00,0.00,0.00,1.00,1.00,2.00,-2.00,-1.00,1.00,-2.00
small_local_business,O_0,660960,-2.00,-2.00,2.00,-2.00,-1.00,2.00,0.00,1.00,-2.00,-2.00,-1.00,-2.00
southern_oc_economy,O_0,4604464,-1.00,-2.00,-1.00,-1.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,0.00,-2.00
bbb_customer_ideal,O_1,4645220,-1.00,-2.00,-1.00,0.00,0.00,0.00,1.00,2.00,-2.00,-1.00,1.00,-2.00
phase_a_training,O_0,4603748,-1.00,-2.00,-1.00,-1.00,0.00,1.00,0.00,1.00,-1.00,-1.00,1.00,-2.00
phase_b_target,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
f5_oinf_rep,O_inf,185328,-2.00,-2.00,-2.00,2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
f5_o0_rep,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
f5_o1_rep,O_0,12528,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
f5_o2_rep,O_0,12529,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
f5_o2dag_rep,O_0,8652529,1.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
oscillating_regression,O_2,9435760,1.00,-2.00,2.00,1.00,0.00,-1.00,-1.00,2.00,1.00,-1.00,0.00,-2.00
g_aleph_test,O_0,11520,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,-1.00,-2.00,-2.00,-2.00,-1.00,-2.00
g_beth_test,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
gamma_broad_test,O_0,13200,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,2.00,-2.00,-2.00,-1.00,-2.00
gamma_and_test,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
L_frob,O_inf,639897,-2.00,-2.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,1.00,-1.00
L_tier,O_1,372720,-2.00,-2.00,-1.00,1.00,0.00,2.00,0.00,-1.00,-2.00,-2.00,-1.00,-2.00
L_frob_only_training,O_inf,639909,-2.00,-2.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,-1.00
L_tier_only_training,O_0,284460,-2.00,-2.00,-1.00,-1.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-2.00
tier_knowing_system,O_0,4647665,-1.00,-2.00,-1.00,0.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,0.00,-1.00
roundtrip_knowing_system,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
thurston_net,O_inf,17056173,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
H3_geometry,O_0,17012965,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00
H2xR_geometry,O_0,14420973,2.00,-1.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,-1.00
z2_pairing_constraint,O_inf,7542545,-1.00,1.00,1.00,2.00,0.00,1.00,1.00,2.00,-1.00,-1.00,0.00,-1.00
weak_z2_regularization,O_0,3133265,-2.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,-1.00,-1.00,0.00,-1.00
strong_z2_regularization,O_inf,3222545,-2.00,1.00,1.00,2.00,0.00,1.00,1.00,2.00,-1.00,-1.00,0.00,-1.00
h3_detection_difficulty,O_0,2840245,-2.00,1.00,-1.00,-2.00,1.00,-1.00,-1.00,1.00,-1.00,2.00,-1.00,-1.00
h3_k_slow,O_0,17012965,2.00,2.00,1.00,1.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,-1.00
h3_k_trap,O_0,16793833,2.00,2.00,-1.00,1.00,1.00,-1.00,-1.00,1.00,-1.00,1.00,-1.00,-1.00
specialist_h3_head,O_0,7233661,-1.00,1.00,-1.00,0.00,0.00,-1.00,1.00,-2.00,-1.00,-1.00,-1.00,-1.00
su2_yang_mills,O_inf,4959197,-1.00,-2.00,1.00,2.00,1.00,-1.00,1.00,2.00,-1.00,1.00,0.00,-1.00
su3_yang_mills,O_inf,17053294,2.00,2.00,1.00,2.00,1.00,-1.00,-1.00,2.00,-1.00,2.00,1.00,1.00
ising_navigator,O_inf,7312373,-1.00,1.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00,0.00,-1.00
swendsen_wang,O_inf,7312373,-1.00,1.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00,0.00,-1.00
metropolis_sampler,O_0,7179905,-1.00,1.00,-1.00,-1.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00,0.00,-1.00
conformal_bootstrap,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
cluster_flip_involution,O_inf,7312369,-1.00,1.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00,-1.00,-1.00
real_swendsen_kernel,O_inf,7312373,-1.00,1.00,-1.00,2.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00,0.00,-1.00
ordinary_dream,O_0,8924656,1.00,-2.00,-1.00,-1.00,0.00,1.00,1.00,1.00,-2.00,-1.00,0.00,-2.00
lucid_dreaming,O_0,9193761,1.00,-2.00,1.00,0.00,1.00,0.00,-1.00,2.00,-1.00,1.00,1.00,-1.00
oneironaut,O_inf,10144174,1.00,-1.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
sigil_magic_dream,O_0,5135821,-1.00,-2.00,2.00,1.00,1.00,1.00,-1.00,2.00,-1.00,-1.00,-1.00,-1.00
F5_O_inf_rep,O_inf,185328,-2.00,-2.00,-2.00,2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
F5_O_0_rep,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
F5_O_1_rep,O_0,12528,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
F5_O_2_rep,O_0,12529,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
F5_O_2dag_rep,O_0,8652529,1.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
F5_O_inf_tuple,O_inf,401328,-2.00,-2.00,-1.00,2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
F5_O_0_tuple,O_1,314880,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
F5_O_1_tuple,O_0,228528,-2.00,-2.00,-1.00,-2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
F5_O_2_tuple,O_0,3762290,-2.00,2.00,-1.00,0.00,-1.00,-1.00,0.00,-2.00,-1.00,-2.00,-1.00,1.00
F5_O_2dag_tuple,O_0,9193774,1.00,-2.00,1.00,0.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
𐑲_rep,O_0,313968,-2.00,-2.00,-1.00,0.00,-1.00,2.00,-1.00,-2.00,-1.00,-2.00,-1.00,-2.00
𐑚_rep,O_0,314928,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
𐑵_rep,O_0,315648,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,2.00,-1.00,-2.00,-1.00,-2.00
𐑝_rep,O_0,314928,-2.00,-2.00,-1.00,0.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
riemann_phase_A,O_inf,16842078,2.00,2.00,-1.00,2.00,1.00,0.00,1.00,2.00,-1.00,1.00,0.00,1.00
riemann_phase_B,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
flat_near_zero_signal,O_inf,16837254,2.00,2.00,-1.00,2.00,1.00,-1.00,-1.00,2.00,-1.00,-2.00,0.00,1.00
F4_min_O_Z2,O_0,12481,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-1.00
F4_min_O_0,O_0,12480,-2.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
F4_min_D_inf,O_0,8652481,1.00,-2.00,-2.00,-2.00,-1.00,2.00,0.00,-2.00,-2.00,-2.00,-1.00,-1.00
oscillating_regression_head,O_0,15800208,2.00,1.00,-1.00,-2.00,1.00,-1.00,-1.00,1.00,-1.00,-2.00,-1.00,-2.00
L_frob_loss,O_inf,16191409,2.00,1.00,1.00,2.00,1.00,0.00,-1.00,-2.00,-1.00,-2.00,-1.00,-1.00
L_tier_loss,O_0,2907168,-2.00,1.00,-1.00,0.00,-1.00,2.00,0.00,-1.00,-1.00,-2.00,-1.00,-2.00
knows_tier_not_roundtrip,O_0,2907168,-2.00,1.00,-1.00,0.00,-1.00,2.00,0.00,-1.00,-1.00,-2.00,-1.00,-2.00
knows_roundtrip_not_tier,O_inf,16191409,2.00,1.00,1.00,2.00,1.00,0.00,-1.00,-2.00,-1.00,-2.00,-1.00,-1.00
CrystalGNN_v12_no_frob,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
CrystalGNN_v12_fallback_O2,O_0,16742230,2.00,2.00,-1.00,0.00,0.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,1.00
F5_head_only,O_inf,16840369,2.00,2.00,-1.00,2.00,1.00,0.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
v12_L_tier_only,O_0,3782230,-2.00,2.00,-1.00,0.00,0.00,1.00,-1.00,2.00,-1.00,-1.00,1.00,1.00
specialist_H3_head,O_0,2840713,-2.00,1.00,-1.00,-2.00,1.00,-1.00,0.00,-2.00,-1.00,1.00,-1.00,-1.00
H3_detection_K_slow,O_0,2843125,-2.00,1.00,-1.00,-2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,-1.00,-1.00
su2_ym_training,O_inf,4743197,-1.00,-2.00,-1.00,2.00,1.00,-1.00,1.00,2.00,-1.00,1.00,0.00,-1.00
su3_ym_training,O_inf,16837294,2.00,2.00,-1.00,2.00,1.00,-1.00,-1.00,2.00,-1.00,2.00,1.00,1.00
su3_gauge_field_omegaNA,O_inf,17053295,2.00,2.00,1.00,2.00,1.00,-1.00,-1.00,2.00,-1.00,2.00,1.00,2.00
metropolis_ising,O_0,7179905,-1.00,1.00,-1.00,-1.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00,0.00,-1.00
ising_conformal_bootstrap,O_inf,17055934,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,1.00
thurston_eight_geometries,O_inf,7336169,-1.00,1.00,-1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,0.00,-1.00
yang_mills_perfect,O_inf,16840174,2.00,2.00,-1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
composite_oneironaut_alchemy,O_inf,11857774,1.00,1.00,1.00,2.00,0.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
composite_oneironaut_centerpillar,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
composite_oneironaut_shinpath,O_inf,12736174,1.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
traditional_scrying_baseline,O_0,2858712,-2.00,1.00,-1.00,-1.00,-1.00,0.00,0.00,2.00,-1.00,1.00,-1.00,-2.00
scrying_holographic,O_0,17128156,2.00,2.00,2.00,-1.00,0.00,0.00,-1.00,2.00,-1.00,1.00,0.00,-2.00
scrying_oneironaut_tensor,O_inf,10144174,1.00,-1.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
scrying_critical_mirror,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
scrying_step1_d_holo,O_0,16682712,2.00,2.00,-1.00,-1.00,-1.00,0.00,0.00,2.00,-1.00,1.00,-1.00,-2.00
scrying_step2_global,O_0,16681752,2.00,2.00,-1.00,-1.00,-1.00,0.00,-1.00,2.00,-1.00,1.00,-1.00,-2.00
scrying_step3_water_mirror,O_0,16912157,2.00,2.00,1.00,-1.00,0.00,0.00,-1.00,2.00,-1.00,1.00,0.00,-1.00
pythagorean_theorem,O_1,5320320,-1.00,-1.00,-2.00,1.00,-1.00,0.00,0.00,-2.00,-2.00,-2.00,-1.00,-2.00
remote_viewing_baseline,O_0,13199840,2.00,-2.00,-1.00,-2.00,0.00,1.00,-1.00,2.00,-1.00,1.00,1.00,-2.00
astral_projection_baseline,O_0,10014332,1.00,-1.00,1.00,-1.00,1.00,0.00,-1.00,1.00,-1.00,2.00,1.00,-2.00
remote_viewing_optimized,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
astral_projection_optimized,O_inf,17056174,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,1.00,1.00
rv_step1_T_upgrade,O_0,16655840,2.00,2.00,-1.00,-2.00,0.00,1.00,-1.00,2.00,-1.00,1.00,1.00,-2.00
rv_step2_P_pm,O_0,16742240,2.00,2.00,-1.00,0.00,0.00,1.00,-1.00,2.00,-1.00,1.00,1.00,-2.00
jacobian_n1,O_inf,3209329,-2.00,1.00,1.00,2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
jacobian_n2,O_inf,4933021,-1.00,-2.00,1.00,2.00,-1.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00
jacobian_n3,O_0,4844708,-1.00,-2.00,1.00,0.00,-1.00,0.00,-1.00,1.00,-1.00,-1.00,1.00,-2.00
local_frobenius_poly,O_0,4844216,-1.00,-2.00,1.00,0.00,-1.00,0.00,-1.00,-2.00,-1.00,-2.00,1.00,-2.00
global_frobenius_poly,O_inf,17056129,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,-2.00,-1.00,-1.00
abhyankar_moh_theorem,O_inf,4933021,-1.00,-2.00,1.00,2.00,-1.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00
weyl_algebra_n,O_0,9193028,1.00,-2.00,1.00,0.00,1.00,0.00,-1.00,-2.00,-1.00,-1.00,1.00,-2.00
weyl_endomorphism_JC,O_0,8933828,1.00,-2.00,-1.00,-1.00,1.00,0.00,-1.00,-2.00,-1.00,-1.00,1.00,-2.00
weyl_automorphism,O_inf,9279428,1.00,-2.00,1.00,2.00,1.00,0.00,-1.00,-2.00,-1.00,-1.00,1.00,-2.00
projective_completion_affine_n,O_0,16539909,2.00,2.00,-2.00,0.00,1.00,1.00,-1.00,-2.00,-1.00,-1.00,1.00,-1.00
poly_map_extended_to_boundary,O_0,16755909,2.00,2.00,-1.00,0.00,1.00,1.00,-1.00,-2.00,-1.00,-1.00,1.00,-1.00
degree_one_at_infinity,O_inf,17055429,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,-2.00,-1.00,-1.00,1.00,-1.00
jacobian_finite_field,O_inf,2993329,-2.00,1.00,-1.00,2.00,-1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
bass_connell_wright,O_inf,7311417,-1.00,1.00,-1.00,2.00,-1.00,1.00,1.00,-2.00,-1.00,-2.00,1.00,-1.00
druzkowski_cubic_linear,O_0,7196228,-1.00,1.00,-1.00,-1.00,0.00,1.00,1.00,-2.00,-1.00,-1.00,1.00,-2.00
padic_lifting,O_0,10217841,1.00,-1.00,2.00,-1.00,0.00,0.00,1.00,1.00,-1.00,1.00,1.00,-1.00
druzkowski_boundary_map,O_inf,17055897,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,1.00,-1.00
linear_substitution_boundary,O_inf,17061649,2.00,2.00,1.00,2.00,1.00,2.00,-1.00,1.00,-1.00,-2.00,-1.00,-1.00
general_jc_boundary,O_0,16753496,2.00,2.00,-1.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,1.00,-2.00
druzkowski_boundary_actual,O_0,16753496,2.00,2.00,-1.00,0.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,1.00,-2.00
nilpotency_condition,O_inf,17055897,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,-2.00,1.00,-1.00
sic_povm_d,O_inf,7556230,-1.00,1.00,1.00,2.00,1.00,1.00,1.00,-2.00,-1.00,-1.00,1.00,1.00
sic_fiducial,O_0,14381328,2.00,-1.00,1.00,0.00,1.00,1.00,0.00,1.00,-1.00,-2.00,-1.00,-2.00
zauner_symmetry,O_inf,7558129,-1.00,1.00,1.00,2.00,1.00,2.00,0.00,-2.00,-1.00,-2.00,-1.00,-1.00
weyl_heisenberg_group,O_0,16975258,2.00,2.00,1.00,0.00,1.00,2.00,-1.00,1.00,-1.00,-2.00,1.00,1.00
sic_proved_low_d,O_inf,17058069,2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,-1.00,1.00,-1.00
sic_hilbert12_connection,O_inf,17056163,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,1.00,1.00,2.00
sic_zauner_join,O_inf,17058297,2.00,2.00,1.00,2.00,1.00,1.00,-1.00,-2.00,-1.00,-2.00,1.00,-1.00
ray_class_field_Qsqrt,O_inf,9927923,1.00,-1.00,-1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,2.00
stark_unit,O_inf,14248161,2.00,-1.00,-1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,1.00,1.00,-1.00
galois_frobenius_action,O_inf,12739043,1.00,2.00,1.00,2.00,1.00,1.00,-1.00,2.00,-1.00,1.00,1.00,2.00
weyl_heisenberg_covariance,O_0,12439494,1.00,2.00,-1.00,0.00,1.00,2.00,-1.00,2.00,-1.00,-2.00,0.00,1.00
overlap_variety,O_0,2929972,-2.00,1.00,-1.00,0.00,1.00,0.00,0.00,-2.00,-1.00,-2.00,0.00,-2.00
zauner_fixed_subspace,O_inf,9929093,1.00,-1.00,-1.00,2.00,1.00,0.00,0.00,2.00,-1.00,-2.00,0.00,-1.00
sic_existence_at_p,O_inf,10143923,1.00,-1.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,2.00
stark_conjecture_partial,O_0,9841520,1.00,-1.00,-1.00,0.00,1.00,0.00,-1.00,1.00,-1.00,1.00,1.00,-2.00
appleby_conjecture,O_0,9841040,1.00,-1.00,-1.00,0.00,1.00,0.00,-1.00,-2.00,-1.00,1.00,1.00,-2.00
sic_Galois_tensor,O_0,16972643,2.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,-1.00,1.00,1.00,2.00
sanskrit_classical,O_inf,17057851,2.00,2.00,1.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,0.00,2.00
arabic_classical,O_inf,17057839,2.00,2.00,1.00,2.00,1.00,0.00,1.00,1.00,-1.00,1.00,0.00,2.00
lojban,O_inf,5611728,-1.00,-1.00,-1.00,2.00,1.00,1.00,0.00,1.00,-1.00,-2.00,-1.00,-2.00
haitian_creole,O_0,4646468,-1.00,-2.00,-1.00,0.00,0.00,1.00,0.00,-2.00,-1.00,-1.00,1.00,-2.00
latin_dead,O_0,15326910,2.00,0.00,1.00,2.00,1.00,-1.00,1.00,1.00,-2.00,1.00,0.00,1.00
english_modern,O_0,4645520,-1.00,-2.00,-1.00,0.00,0.00,1.00,-1.00,-2.00,-1.00,1.00,1.00,-2.00
mandarin_classical,O_inf,14465849,2.00,-1.00,1.00,2.00,1.00,0.00,1.00,1.00,-1.00,2.00,0.00,-1.00
proto_indo_european,O_inf,15327931,2.00,0.00,1.00,2.00,1.00,0.00,-1.00,1.00,-1.00,2.00,0.00,2.00
esperanto,O_inf,5597332,-1.00,-1.00,-1.00,2.00,0.00,1.00,0.00,1.00,-1.00,-2.00,0.00,-2.00
han_dynasty_peak,O_inf,10129531,1.00,-1.00,1.00,2.00,0.00,0.00,-1.00,1.00,-1.00,2.00,0.00,2.00
ming_dynasty_collapse,O_2,10471726,1.00,0.00,-2.00,0.00,0.00,-1.00,-1.00,-2.00,-2.00,2.00,1.00,1.00
soviet_union_collapse,O_0,8640020,1.00,-2.00,-2.00,-2.00,-1.00,-2.00,-1.00,-2.00,-2.00,-1.00,1.00,-2.00
western_roman_collapse,O_0,8642900,1.00,-2.00,-2.00,-2.00,-1.00,-1.00,-1.00,-2.00,-2.00,-1.00,1.00,-2.00
athenian_democracy_peak,O_inf,8619678,-1.00,2.00,2.00,2.00,0.00,0.00,1.00,2.00,-1.00,1.00,0.00,1.00
augustus_caesar_peak,O_inf,10129518,1.00,-1.00,1.00,2.00,0.00,0.00,-1.00,1.00,-1.00,1.00,0.00,1.00
ottoman_empire_peak,O_inf,10129529,1.00,-1.00,1.00,2.00,0.00,0.00,-1.00,1.00,-1.00,2.00,0.00,-1.00
maya_classic_peak,O_inf,17058091,2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,2.00,0.00,2.00
weimar_republic_collapse,O_0,10368164,1.00,0.00,-2.00,-2.00,-1.00,-2.00,-1.00,-2.00,1.00,-1.00,1.00,-2.00
renaissance_florence_peak,O_inf,6891677,-1.00,0.00,2.00,2.00,0.00,0.00,1.00,2.00,-1.00,1.00,0.00,-1.00
old_growth_temperate_rainforest,O_inf,17058091,2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,2.00,0.00,2.00
coral_reef_healthy,O_inf,17058091,2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,2.00,0.00,2.00
coral_reef_bleached,O_0,3848,-2.00,-2.00,-2.00,-2.00,-1.00,-1.00,0.00,-2.00,-2.00,-2.00,1.00,-2.00
corn_monoculture,O_0,4800,-2.00,-2.00,-2.00,-2.00,-1.00,-1.00,1.00,-2.00,-2.00,-2.00,-1.00,-2.00
fragmented_habitat,O_0,4638796,-1.00,-2.00,-1.00,0.00,0.00,-2.00,1.00,-2.00,-1.00,1.00,0.00,-2.00
savanna_transitional,O_0,6376149,-1.00,0.00,-1.00,0.00,0.00,1.00,1.00,2.00,-1.00,-1.00,1.00,-1.00
deep_ocean_hydrothermal,O_inf,17058090,2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,2.00,0.00,1.00
arctic_tundra_intact,O_0,7236557,-1.00,1.00,-1.00,0.00,0.00,0.00,1.00,-2.00,-1.00,1.00,0.00,-1.00
early_successional_forest,O_1,329288,-2.00,-2.00,-1.00,0.00,0.00,2.00,0.00,-2.00,-2.00,-2.00,1.00,-2.00
kelp_forest_healthy,O_inf,17058091,2.00,2.00,1.00,2.00,1.00,0.00,1.00,2.00,-1.00,2.00,0.00,2.00
deep_meditation_samadhi,O_inf,17056166,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,2.00,-1.00,1.00
psilocybin_peak,O_inf,17056153,2.00,2.00,1.00,2.00,1.00,0.00,-1.00,2.00,-1.00,1.00,-1.00,-1.00
waking_default_mode,O_0,6376141,-1.00,0.00,-1.00,0.00,0.00,1.00,1.00,2.00,-1.00,-1.00,-1.00,-1.00
focused_concentration,O_0,5509021,-1.00,-1.00,-1.00,0.00,0.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00
dreamless_sleep,O_0,1014768,-2.00,-1.00,-2.00,1.00,0.00,0.00,0.00,-2.00,-1.00,-2.00,-1.00,-2.00
rem_dreaming,O_0,6375661,-1.00,0.00,-1.00,0.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00,-1.00
catatonic_state,O_0,5288700,-1.00,-1.00,-2.00,0.00,0.00,-1.00,0.00,-2.00,-1.00,-1.00,-1.00,-2.00
dissociative_state,O_0,4335428,-1.00,-2.00,-2.00,-2.00,0.00,-2.00,0.00,-2.00,-1.00,-1.00,1.00,-2.00
manic_episode,O_0,11244440,1.00,1.00,-2.00,-2.00,-1.00,2.00,-1.00,2.00,2.00,-2.00,1.00,-2.00
flow_state,O_inf,5595421,-1.00,-1.00,-1.00,2.00,0.00,0.00,1.00,1.00,-1.00,-1.00,-1.00,-1.00
regimen_stage1,O_0,4864157,-1.00,-2.00,1.00,0.00,0.00,1.00,1.00,2.00,-1.00,1.00,0.00,-1.00
regimen_stage2,O_0,4859369,-1.00,-2.00,1.00,0.00,0.00,0.00,-1.00,2.00,-1.00,2.00,0.00,-1.00
neural_criticality_baseline,O_0,4873760,-1.00,-2.00,1.00,0.00,1.00,0.00,-1.00,2.00,-1.00,1.00,1.00,-2.00
eeg_meg_sensor,O_0,4360864,-1.00,-2.00,-2.00,-2.00,1.00,2.00,-1.00,1.00,-1.00,-1.00,0.00,-2.00
criticality_controller,O_0,5730784,-1.00,-1.00,1.00,0.00,0.00,2.00,1.00,1.00,-1.00,-1.00,0.00,-2.00
